"tree","inference_model","inference_model_weight","site_model","clock_model","tree_prior","error_1","error_2","error_3","error_4","error_5","error_6","error_7","error_8","error_9","error_10","error_11","error_12","error_13","error_14","error_15","error_16","error_17","error_18","error_19"
"true","generative",NA,"JC69","strict","yule",0.252651458662963,0.15006931752053,0.233119503988607,0.156115302827601,0.113824757369279,0.210537909152497,0.145282607530301,0.129830228714898,0.214984949140394,0.241626949124037,0.23169403438166,0.102345279958158,0.124487405596727,0.203418747285238,0.140152196853497,0.106324118088423,0.025505164284644,0.0904444443274582,0.0722735608560273
